content,SENTIMEN
"['makin', 'lama', 'makin', 'aneh', 'ni', 'apk', 'kaga', 'jelas', 'memory', 'hp', 'saya', 'besar', 'internet', 'saya', 'bagus', 'sudah', 'dibersihkan', 'cech', 'segala', 'macem', 'ttp', 'aja', 'kaga', 'bisa', 'dibuka', 'tetap', 'aja', 'ada', 'tulisan', 'ups', 'halaman', 'sedang', 'dalam', 'perbaikan', 'sementara', 'saya', 'mengalami', 'itu', 'uda', 'hari', 'yg', 'lalu', 'sampai', 'saat', 'ini', 'tolong', 'dong', 'perbaiki', 'ini', 'apk', 'nnti', 'makin', 'lama', 'org²', 'pda', 'kasih', 'rating', 'loh', 'beneran', 'dah', 'terimakasih']",negatif 
"['bintang', 'karna', 'ini', 'keamanannya', 'sudah', 'gak', 'ketatsudah', 'ada', 'si', 'penipu', 'yang', 'menjual', 'di', 'aplikasi', 'ini']",negatif 
"['beneran', 'ngeselin', 'banget', 'kenapa', 'ya', 'kok', 'bisa', 'pas', 'bukak', 'ngbug', 'mulu', 'perbaikan', 'terus', 'dan', 'kembali', 'ke', 'awal', 'diperbarui', 'malah', 'bikin', 'ga', 'nyaman']",negatif 
['bagus'],positif 
['bagus'],positif 
['top'],positif 
['ok'],positif 
"['sesuai', 'pesanan']",positif 
"['say', 'kasih', 'bintang', 'karena', 'aplikasinya', 'semakin', 'kesini', 'semakin', 'lelet', 'padahal', 'udah', 'aku', 'update', 'tpi', 'ttep', 'lelet', 'bukannya', 'makin', 'bagus', 'malah', 'tambah', 'lelet', 'mohon', 'untuk', 'di', 'perbaiki', 'lagi']",negatif 
['jelek'],negatif 
"['shoppe', 'sangat', 'membantu', 'saya', 'untuk', 'membeli', 'barang']",positif 
"['rifa', 'çm']",positif 
['ionttol'],negatif
"['min', 'kenapa', 'yaa', 'timbul²', 'ada', 'notifikasi', 'penagihan', 'utang', 'di', 'customer', 'servis', 'sebelumnya', 'saya', 'gak', 'pernah', 'ngutang', 'spaylayer', 'nonaktif', 'spinjam', 'pun', 'non', 'aktif', 'jadi', 'kenapa', 'saya', 'ditagih', 'utang', 'min', 'saya', 'gak', 'oernah', 'ngutang', 'min']",negatif
"['shoppe', 'skrg', 'selalu', 'pro', 'pada', 'seller', 'barang', 'kw', 'kurir', 'nyaplease', 'kasih', 'jam', 'kerja', 'wajar', 'aja', 'napa', 'gila', 'aja', 'jam', '-', 'malam', 'nganterin', 'barang', 'klo', 'itu', 'frozen', 'food', 'atau', 'brg', 'penting', 'sih', 'oke', 'lah', 'bisa', 'di', 'maklumi', 'aturan', 'buat', 'kurir', 'nya', 'tuh', 'yg', 'wajib', 'di', 'benahi', 'max', 'pengiriman', 'jam', '-', 'sore', 'aja']",negatif
"['bukankah', 'ini', 'aplikasi', 'belanja', 'kenapa', 'sekarang', 'malah', 'jadi', 'aplikasi', 'vidio', 'klo', 'emang', 'untuk', 'belanja', 'ya', 'sewajarnya', 'kali', 'jangan', 'berlebihan', 'sampai', 'memberatkan', 'aplikasi']",negatif
"['mantapbelanja', 'di', 'shope']",positif 
"['aplikasi', 'lemot']",negatif
"['jangan', 'banyak', 'iklan', 'cape', 'liatnya', 'engga', 'suka', 'dikasih', 'bintang', 'loding', 'lama', 'payahnyusahin', 'aja', 'intinya', 'engga', 'suka', 'iklannya', 'pahamkan']",negatif
[],
"['paket', 'saya', 'selalu', 'dibatal', 'kan', 'saya', 'udah', 'nunggu', 'lama', 'malah', 'di', 'batalkan', 'jadi', 'karena', 'itu', 'saya', 'pindah', 'ke', 'apk', 'sebelah']",negatif
"['lama', 'mengistal']",negatif
"['semoga', 'makin', 'banyak', 'promo', 'ya', 'hehe']",positif 
"['pelayanan', 'dari', 'shopee', 'cukup', 'memuaskan', 'terima', 'kasih', 'banyak', 'sangat', 'membantu']",positif 
"['belanja', 'online', 'mudah', 'di', 'shopee', 'pengiriman', 'cepat', 'harga', 'harganya', 'bersahabat', 'beberapa', 'hari', 'terakhir', 'agak', 'lemot', 'ya']",positif
"['aku', 'suka', 'shopee']",positif
"['tidak', 'seperti', 'dulusekarang', 'tiap', 'ngisi', 'saldo', 'di', 'potong', 'rupiah', 'dan', 'per', 'transaksi', 'order', 'di', 'potong', 'rupiah', 'kalau', 'di', 'kalikan', 'per', 'order', 'sudah', 'berapa', 'ribu', 'saya', 'kurangi', 'lagi', 'nya', 'habis', 'update', 'kok', 'tambah', 'lemot', 'lelet']",negatif
"['aplikasinya', 'sering', 'berhenti', 'tibatrys', 'buka', 'flash', 'sale', 'malah', 'tiba', 'kembali', 'ke', 'halaman', 'utamabenerin', 'yg', 'bener', 'dong', 'makin', 'update', 'makin', 'karuan']",negatif
"['kasih', 'start', 'aja', 'naik', 'limit', 'jadi', 'juta']",positif
"['makin', 'lelet', 'aplikasinya', 'dibuka', 'berat', 'seklii', 'tapi', 'yah', 'lumayan', 'bagus']",negatif
['siip'],positif
"['mohon', 'tambahkan', 'tema', 'gelap']",positif
"['makin', 'lama', 'makin', 'hemmmm']",negatif
"['sangat', 'puas', 'semua', 'tokonya', 'amanah']",positif
"['nice', 'pokonya']",positif
"['muak', 'gw', 'liat', 'iklan', 'orang', 'nyanyi', 'sopi', 'pi', 'pi', 'kntl']",negatif
"['aplikasi', 'penipu']",negatif
"['lumayan', 'bagus', 'untuk', 'saat', 'ini', 'dan', 'semoga', 'kedepan', 'terus', 'lebih', 'baik', 'terutama', 'diskon', 'besar-besaran']",positif
"['jaya', 'selalu']",positif
"['sering', 'berhenti', 'ngelag']",negatif
"['sulit', 'ganti', 'nomor', 'handphone', 'yang', 'sudah', 'tak', 'aktif', 'lagi']",negatif
"['aplikasi', 'berat', 'jadi', 'lemot']",negatif
"['shopee', 'makin', 'kesini', 'makin', 'aneh', 'yg', 'seharusnya', 'dapet', 'koin', 'pas', 'di', 'terima', 'barang', 'gadapet', 'koinnya', 'bukan', 'mempermasalahkan', 'koinnya', 'yg', 'ga', 'seberapa', 'tapi', 'kejadian', 'ini', 'ga', 'sekali', 'aja', 'kasian', 'buat', 'orang', 'yg', 'ngarepin', 'koinnya', 'malah', 'tiba-tiba', 'diterima', 'barang', 'gada', 'koinnya']",negatif
"['keren', 'karna', 'banyak', 'gratis', 'ongkir', 'heheh']",positif
['ok'],positif
"['makan', 'hari', 'makin', 'lemot']",negatif
"['terpaksa', 'uninstal', 'aja', 'dah', 'ga', 'bisa', 'cod']",negatif
"['tahu', 'semua', 'yg', 'kau', 'butuhkan']",positif
"['coba', 'dulu']",positif
"['saya', 'kecewa', 'kok', 'shoppepay', 'saya', 'ga', 'ada', 'padahal', 'saya', 'udh', 'isi', 'loh', 'tau', 'ga', 'isi', 'shoppepay', 'itu', 'pake', 'duit', 'kok', 'kereset', 'sih', 'sumpah', 'ngeselin', 'banget', 'kapan', 'si', 'shoppe', 'ga', 'ngelag']",negatif
"['kurang', 'lancar', 'tdk', 'sprti', 'shopee', 'yg', 'duluklo', 'bz', 'perbaiki', 'to', 'admin', 'tolong', 'app', 'shopee', 'ny', 'perbaiki', 'agar', 'lancar']",negatif
['membantu'],positif
"['yang', 'paling', 'saya', 'benci', 'dari', 'shopee', 'adalah', 'update', 'aplikasi']",negatif
['keren'],positif
"['sangat', 'baik']",positif
"['mengganggu', 'penawaran']",negatif
"['sya', 'benar', 'berkesan', 'dengan', 'shoppehanya', 'saja', 'akun', 'sya', 'yg', 'lama', 'hilangkalo', 'misalkan', 'sya', 'mau', 'bikin', 'akun', 'baru', 'dengan', 'ktp', 'sya', 'sebagai', 'pendaftaran', 'apa', 'bisa', 'masuk', 'ke', 'akun', 'yg', 'lama', 'sya', 'masih', 'ada', 'tunggakan', 'di', 'akun', 'yg', 'lama', 'dan', 'berniat', 'membayar', 'untuk', 'develop', 'sya', 'tunggu', 'jwb', 'an', 'nya', 'hidup', 'di', 'bayang-bayangi', 'hutang', 'benar', 'tidak', 'tenang', 'meski', 'kecil', 'hutang', 'ya', 'hutang', 'tetap', 'harus', 'di', 'bayar']",positif
"['pokoknya', 'baik', 'dah']",positif
"['jadi', 'aplikasi', 'belanja', 'online', 'terfavorit', 'dan', 'juga', 'semakin', 'lengkap']",positif
"['kenapa', 'skrg', 'apa', 'apa', 'ngga', 'boleh', 'dijual', 'sih', 'dishopee', 'makin', 'nyusahin', 'aja', 'mau', 'nyari', 'garskin', 'buat', 'pod', 'aja', 'udh', 'ngga', 'ada', 'kebanyakan', 'peraturan', 'skrg-']",negatif
['bagus'],positif
"['pake', 'shopee', 'oke', 'bgt', 'banyak', 'manfaat', 'mudah', '&', 'sering', 'gratis', 'ongkir']",positif
[],positif
['ooh'],positif
"['shopee', 'makin', 'melaju', 'kencang', 'sekarang', 'boleh', 'di', 'check', 'dulu', 'barang', 'yg', 'di', 'pesan', 'klu', 'ok', 'baru', 'di', 'bayar', 'sukses', 'selalu', 'shopee']",positif
"['update', 'an', 'terbaru', 'makin', 'eror', 'aja', 'mau', 'bayar', 'pesanan', 'malah', 'disuruh', 'download', 'fitur', 'dan', 'download', 'nya', 'pun', 'gak', 'bisa', 'malah', 'seolah', 'olah', 'gak', 'ada', 'sambungan', 'internet', 'padahal', 'di', 'apk', 'lain', 'sinyal', 'nya', 'lancar²', 'aja']",negatif
"['cpt', 'terjamin']",positif
"['bagus', 'lumayan', 'dapet', 'koin', 'gratis']",positif
"['aplikasi', 'terpercaya', 'sih']",positif
"['pak', 'buk', 'pls', 'jangan', 'ada', 'iklan', 'shope', 'bikin', 'ngeganggu']",negatif
['keren'],positif
"['puas', 'belanja', 'di', 'shopee']",positif
"['tolong', 'hilangkan', 'biaya', 'penanganan', 'dari', 'shopee', 'sekarang', 'belanja', 'di', 'shopee', 'setelah', 'muncul', 'nya', 'biaya', 'penanganan', 'menjadi', 'tidak', 'nyaman', 'mending', 'kalau', 'atau', 'tidak', 'masalah', 'namun', 'kalau', 'sampai', 'saya', 'rasa', 'terlalu', 'banyak', 'saya', 'minta', 'hilangkan', 'biaya', 'penanganan', 'yang', 'dampak', 'nya', 'nihil']",negatif
"['ps', 'drop']",negatif
"['kepada', 'developer', 'atau', 'pihak', 'shopee', 'tolong', 'di', 'respon', 'pesan', 'sya', 'ini', 'sya', 'adalah', 'penjual', 'dan', 'bembeli', 'barang', 'di', 'aplikasi', 'shopee', 'sya', 'sudah', 'cukup', 'lama', 'menggunakan', 'aplikasi', 'shopee', 'untuk', 'keperluan', 'belanja', 'dan', 'menjual', 'barang', 'dagangan', 'sya', 'sekarang', 'udah', 'dua', 'kali', 'kejadian', 'dana', 'penjualan', 'sya', 'telat', 'terus', 'masuk', 'ke', 'saldo', 'penjualan', 'sya', 'keterangan', 'nya', 'tanggal', 'juni', 'sekarang', 'udah', 'tgl', 'malah', 'belum', 'masuk', 'juga', 'tolong', 'lah', 'kerja', 'sama', 'nya', 'klo', 'kya', 'gini', 'caranya', 'giman', 'kami', 'bisa', 'memutar', 'modal', 'tersebut', 'jawab']",negatif
"['aplikasi', 'lemot', 'banget']",negatif
"['hari', 'bebas', 'ongkir', 'shopee']",positif
"['sangat', 'membantu']",positif
"['good', 'luck']",positif
"['makin', 'hari', 'makin', 'lelet', 'aplikasinya']",negatif
['lumayan'],positif
"['terima', 'kasih', 'mohon', 'untuk', 'seller', 'jangan', 'terlalu', 'gede', 'biaya', 'adminnya', 'kami', 'hanya', 'penjual', 'recehan']",positif
"['pengiriman', 'lamapadahal', 'sudah', 'di', 'bayarbanyak', 'barang', 'jualan', 'nya', 'tidak', 'berkualitas', 'sangat', 'buruk']",negatif
"['tolong', 'shopee', 'untuk', 'memilih', 'jasa', 'pengiriman', 'yang', 'baik', 'paket', 'saya', 'sering', 'salah', 'kirim', 'sehingga', 'terjadi', 'keterlambatan', 'pengiriman', 'untuk', 'toko', 'penjual', 'nya', 'tolong', 'diseleksi', 'lagi', 'ada', 'beberapa', 'yang', 'tidak', 'amanah', 'tidak', 'sesuai', 'barang', 'yang', 'di', 'pesan', 'dengan', 'barang', 'yang', 'di', 'kirim', 'sehingga', 'merugikan', 'customer/pembeli']",negatif
"['flashsale', 'rupiah', 'selalu', 'stock', 'habis', 'ntah', 'permainan', 'apa', 'bukan']",positif
"['developer', 'kurang', 'waspada', 'dengan', 'bot', 'flash', 'sale', 'yang', 'menguntungkan', 'beberapa', 'orang', 'dan', 'merugikan', 'pengguna', 'reguler', 'setidaknya', 'dikasih', 'pengamanan', 'yang', 'lebih']",negatif
"['tolong', 'dong', 'iklan', 'nya', 'mengganggu', 'sekali', 'pedahal', 'saya', 'tidak', 'mempunyai', 'aplikasi', 'shopee']",negatif
"['fungsinal', 'dan', 'efisiensiaksimal']",positif
"['komplit', 'shopee', 'mah']",positif
"['sangat', 'puas']",positif
"['mantap', 'oke']",positif
"['amanah', 'mantap']",positif
[],positif
"['puas', 'tapi', 'belum', 'pernah', 'dapat', 'produk', 'gratis']",positif
"['sudah', 'belasan', 'tahun', 'saya', 'memakai', 'shope', 'utk', 'belanjaeh', 'giliran', 'hanya', 'trlambat', 'saja', 'tagihan', 'prmbyran', 'trus', 'akun', 'saya', 'di', 'nonaktifkansmpai', 'skrgpdhal', 'saya', 'sudah', 'bayar', 'tagihan', 'saya', 'yg', 'trlambat']",negatif
"['shopee', 'mantep']",positif
"['saya', 'belum', 'pahami', 'apk', 'ini', 'mohon', 'penjelasannya', 'min']",positif
"['lemot', 'nya', 'ga', 'ngotak', 'sumpah', 'masa', 'makin', 'di', 'upgrade', 'makin', 'lemot', 'sih', 'masa', 'tiap', 'hari', 'ngelag', 'mulu', 'tiba²', 'keluar', 'aplikasi', 'sndiri', 'sampe', 'kapan', 'kaya', 'gini', 'cape', 'gw', 'lama²', 'sma', 'shopeett']",negatif
['xx'],negatif
"['leletnya', 'no', 'lemotnya', 'juga', 'no', 'tepuk', 'tangan', 'dulu']",negatif
"['suka', 'shope', 'karena', 'discount', 'dan', 'harganya', 'miring', 'barang', 'cepet', 'sampai', 'juga']",positif
['jelek'],negatif
"['smua', 'barang', 'yg', 'di', 'psan', 'sesuai', 'dg', 'pesanan']",positif
"['ada', 'aja', 'dapet', 'kurir', 'males', 'nyari', 'alamat', 'nunggu', 'pesanan', 'hampir', 'sebulan', 'eh', 'ternyata', 'karena', 'dapet', 'kurir', 'pemalas', 'alasannya', 'alamat', 'tidak', 'ditemukan', 'makin', 'kesini', 'makin', 'aneh', 'aja', 'kurir', 'shopee']",negatif
"['oo', 'oo', 'ku', 'ku', 'ijkjjjjjjjjjiijikkk', 'bbnnnnnmmmnjjjjjjjkkkklll', 'kl', 'kkkkkk', 'klu', 'jk', 'jnn', 'jl', 'mmmmmmnmmmmmmmmmmmmmmmmmmmmgggggghhghhhhhhhhhhhbbb', 'mo', 'ggh', 'mmbbbbbhhhhhhgghgggggggggggggggggwwwwwwwwwwwqqqqqqgllmkkmmmmmmggggggvvvvgggvvvvvvhbbhhhhhhhhjjnnnnnnnnnnnnjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjijjjjjjjjijjjj']",negatif
['jelas'],positif
"['belanja', 'lebih', 'praktis']",positif
"['selalu', 'terbaik', 'dalam', 'maret', 'place']",positif
['ok'],positif
['mamtabs'],positif
"['banyak', 'iklan', 'di', 'hapus', 'aj', 'itu', 'video', 'iklan', 'shopy', 'sangat', 'mengganggu', 'mks']",negatif
"['bintang', '½', 'kalo', 'ada', 'transaksi', 'checkout', 'aja', 'gagal', 'mulu']",negatif
['bgus'],positif
"['bagus', 'lah', 'tuk', 'saat', 'ini', 'walau', 'masih', 'saja', 'ada', 'pedagang', 'error', 'alias', 'nakal', 'yg', 'menjengkelkan', 'sampai²', 'pengajuan', 'shopee', 'leter', 'blm', 'pernah', 'disetujui']",positif
"['lemot', 'bgt', 'spaylatter', 'gak', 'bisa', 'dibuka', 'kecewa']",negatif
"['ok', 'punya']",positif
[],positif
"['belanja', 'di', 'shopee', 'sangat', 'membantu', 'saya', 'saya', 'puas', 'belanja', 'di', 'shopee']",positif
"['perbanyak', 'voucher', 'lagi', 'yah']",positif
"['shopee', 'memang', 'ok']",positif
"['shopee', 'is', 'the', 'best']",positif
"['perbaiki', 'lagi', 'jangan', 'pakai', 'reels', 'video', 'hanya', 'untuk', 'menambah', 'beban', 'aplikasi']",negatif
"['makin', 'loyo', 'aja', 'nieee']",negatif
['ok'],positif
['payah'],negatif
"['tiap', 'ada', 'masalah', 'kalo', 'nanya', 'cust', 'seringnya', 'cuma', 'kasi', 'info', 'ga', 'kasi', 'problem', 'solving', 'yang', 'jelas', 'dan', 'terlaksana', 'jadi', 'masalah', 'cuma', 'dianalisa', 'aja', 'ga', 'ada', 'solusi', 'tepat', 'guna', 'ada', 'pun', 'solusinya', 'butuh', 'waktu', 'lama', 'ga', 'cepet', 'waktunya']",negatif
"['murah', 'meriah']",positif
"['bagusss', 'dan', 'parbaikin', 'lgii']",positif
"['limit', 'spaylater', 'lama', 'naiknya']",negatif
"['bagus', 'dan', 'cepat']",positif
"['gabung', 'sama', 'go-pay', 'tapi', 'gak', 'pernah', 'ada', 'gratis', 'ongkir', 'go-send', 'huffffgak', 'kaya', 'apk', 'sebelahpelit', 'apa', 'meditttt']",negatif
"['lemot', 'apkny', 'jaringn', 'bgus', 'ttp', 'jg', 'lemot', 'pdhal', 'enk', 'belnja', 'lewat', 'sini']",negatif
"['shopee', 'parah', 'masa', 'nggak', 'bisa', 'login', 'di', 'perangkat', 'baru', 'pengenalan', 'wajah', 'selalu', 'gagal', 'hadeuh', 'auto', 'pindah', 'ke', 'si', 'biru']",negatif
"['terlalu', 'mengganggu']",negatif
"['lagu', 'kenangan', 'deumersis']",positif
"['sangat', 'baik']",positif
"['selalu', 'ada', 'iklan']",negatif
['ok'],positif
['bagus'],positif
"['sangat', 'membantu']",positif
"['lelet', 'apk', 'nya']",negatif
"['aplikasi', 'terasa', 'semakin', 'berat', 'loading', 'lamaa']",negatif
[],positif
"['hay', 'rekan', 'shope', 'mohon', 'maaf', 'ini', 'saya', 'sudah', 'bayar', 'spaylater', 'tanggal', 'kemarin', 'masih', 'ada', 'tagihan', 'dapat', 'email', 'pengembalian', 'dana', 'terus', 'yang', 'tagiha', 'nya', 'nambah', 'terus', 'nih', 'bunga', 'nya', 'gmna', 'dong']",negatif
['ok'],positif
['aku'],positif
"['ill', 'and', 'seeing', 'muncul']",negatif
['good'],positif
"['ok', 'sangat', 'bagus']",positif
"['semoga', 'sukses', 'selalu']",positif
"['shopee', 'memang', 'jos', 'gandos', 'sukses', 'terus', 'shopee']",positif
"['sangat', 'memudahkan', 'untuk', 'mencari', 'barang']",positif
"['gk', 'tausoalny', 'bgs', 'aj']",positif
"['aplikasinya', 'semakin', 'berat', 'nguras', 'memory', 'banget']",negatif
"['good', 'app']",positif
"['mantap', 'sekarang', 'ada', 'shoppe', 'saya', 'menjadi', 'lebih', 'ringan', 'karna', 'tinggal', 'cekout', 'saja', 'kalau', 'cocok']",positif
"['aplikasi', 'tidak', 'berguna', 'karna', 'ngak', 'bisa', 'di', 'download']",negatif
"['maaf', 'tapi', 'kenapa', 'semakin', 'lola', 'ya', 'jaringan', 'internet', 'sudah', 'stabil']",negatif
"['makin', 'lemot']",negatif
"['good', 'luck']",positif
"['okeee', 'bangettt']",positif
['terpercaya'],positif
['bagus'],positif
"['videonya', 'hanya', 'bikin', 'berat', 'aplikasi', 'aja', 'kenapa', 'nggak', 'fokus', 'jualan', 'aja', 'tambah', 'ada', 'game', 'lagi', 'makin', 'berat']",negatif
['mantap'],positif
"['sangat', 'menyenangkan']",positif
['mantap'],positif
"['bagus', 'apk', 'nya']",positif
"['iklan', 'mulu', 'kaga', 'seru', 'lagi', 'maen', 'iklan', 'shopee', 'muluu', 'kesel', 'bat']",negatif
['sopy'],positif
['bagus'],positif
"['perbanyak', 'gratis', 'ongkir', 'dan', 'kalau', 'bisa', 'dikasi', 'info', 'nomor', 'telfon', 'kurir', 'yg', 'bawa', 'paket', 'nya', 'terima', 'kasih', 'shoppe', 'maju', 'trus']",positif
"['memang', 'shopee', 'sangat', 'bagus']",positif
"['sangat', 'membantu']",positif
"['aku', 'selamatkan']",positif
"['dikit', 'beet', 'gratis', 'ongkirnya', 'kak']",negatif
['bagus'],positif
"['tolong', 'tambahkan', 'fitur', 'tema', 'gelap', 'nya', 'terimakasih']",positif
"['sangat', 'puas', 'belanja', 'disini']",positif
"['kerja', 'bagus']",positif
"['aplikasi', 'terasa', 'berat']",negatif
"['keren', 'banget', 'apk', 'yang', 'sangat', 'membantu']",positif
['good'],positif
['top'],positif
"['sopi', 'aku', 'mau', 'cekot', 'barang', 'tp', 'gratis', 'boleh', 'gx', 'sich', 'xixixi', 'ngakak', 'abiez']",positif
['terbaik'],positif
"['apk', 'nya', 'bagusbanyak', 'diskon', 'dan', 'promo', 'menarik']",positif
"['kecewa', 'selalu', 'ikutan', 'event', 'tapi', 'gak', 'menang²', 'jangan²', 'semua', 'udah', 'di', 'setting', 'cuma', 'rekannya', 'doang', 'di', 'pilih', 'waspada', 'kalian', 'php', 'in', 'pelangganmu', 'yang', 'fakir', 'miskin', 'pejuang', 'receh', 'itu', 'dosa', 'besar', 'buat', 'loe', 'pade', 'tanggung']",negatif
"['sangat', 'baik']",positif
"['aplikasi', 'yg', 'sngt', 'aq', 'favorit', 'kan', 'shopee']",positif
"['suka', 'banget', 'klau', 'freong']",positif
"['saya', 'suka', 'dengan', 'alpikasi', 'shopep']",positif
"['mantappppp', 'pol']",positif
"['sangat', 'membantu']",positif
"['memuaskan', 'slalu']",positif
['ok'],positif
['ok'],positif
"['barang', 'nya', 'baguus']",positif
"['shopee', 'ok', 'buat', 'kita', 'kita', 'kaum', 'sudra']",positif
"['tolong', 'produk', 'vape', '/rokok', 'elektrik', 'di', 'ada', 'kan', 'giliran', 'alkohol', 'bisa', 'ketemu', 'kontlo']",negatif
['oke'],positif
"['shoppee', 'kok', 'nakal', 'banget', 'sih', 'kamu', 'iku', 'sumpa', 'pacarku', 'jadi', 'badmood', 'gara', 'gara', 'ga', 'dpat', 'flashsale', 'kalo', 'bikin', 'flash', 'itu', 'yang', 'banyak', 'gini', 'pacarku', 'kecewa', 'nangis', 'badmood', 'takasih', 'ranting', 'satu', 'kalo', 'misal', 'pacalku', 'udah', 'ketawa', 'gara', 'gara', 'kamu', 'takasih', 'bintang']",negatif
['buruk'],negatif
['bagus'],positif
"['buruk', 'dalam', 'pengiriman', 'lambat']",negatif
"['kenapa', 'saya', 'tidak', 'bisa', 'memasukkan', 'alamat', 'saya', 'itu', 'shopee', 'tolonglah']",negatif
"['sangat', 'membantu', 'sekali']",positif
"['lebih', 'baik']",positif
['bintang'],positif
"['ok', 'bnigit']",positif
['bagus'],positif
['bagus'],positif
['baik'],positif
"['sdh', 'yg', 'kesekian', 'blanja', 'di', 'shopeetrims', 'promonyatrims', 'pelayanannyasukses', 'to', 'shopee']",positif
"['bintang', 'yg', 'berbicara']",positif
"['bintang', 'yg', 'kurang', 'karena', 'aplikasi', 'masih', 'berisi', 'macam²', 'dan', 'berukuran', 'besar', 'saat', 'diinstall', '>', 'mb']",negatif
"['suka', 'banget', 'belanja', 'di', 'shoppe', 'berka', 'selalu', 'yah']",positif
"['aplikasi', 'terberat', 'yg', 'pernah', 'ada']",negatif
"['maaf', 'cuma', 'bisa', 'ngasih', 'bintang', 'segitu', 'soalnya', 'apk', 'shopee', 'makin', 'lambat']",negatif
"['sangat', 'bermanfaat', 'untuk', 'belanja', 'onlline']",positif
"['bagus', 'banget', 'kalo', 'mesen', 'barang', 'nya', 'cepet', 'sampai', 'dan', 'sesuai', 'harapan', 'makan', 'nya', 'aku', 'kasih', 'bintang', 'lima', 'makasih', 'shopee', 'mega', 'elektronik']",positif
"['perbanyak', 'lagi', 'promonyajangan', 'kasih', 'kendorsemoga', 'kedepannya', 'semakin', 'jaya']",positif
['oky'],positif
"['aplikasi', 'jual', 'beli', 'terlengkap']",positif
"['bagusss', 'banget']",positif
"['dulu', 'bagus', 'promonya', 'lumayan', 'adil', 'sekarang', 'ribet', 'top', 'up', 'udh', 'bayar', 'biaya', 'tambahan', 'nominal', 'yg', 'masuk', 'jg', 'masih', 'dikurangi', 'lagi', 'dg', 'istilah', 'biaya', 'transaksi', 'lha', 'terus', 'yg', 'kita', 'bayar', 'pas', 'top', 'up', 'itu', 'apa', 'dong', 'mau', 'isi', 'lewat', 'bank', 'pun', 'sering', 'gagal']",negatif
['ok'],positif
"['lebih', 'slektif', 'dan', 'tingkatkan', 'keamanan', 'lagi', 'untuk', 'toko²', 'yg', 'kurang', 'terpecaya']",positif
['rekomendet'],positif
['syukaaaaaa'],positif
['baik'],positif
"['woy', 'jangan', 'iklan', 'mulu', 'la', 'liat', 'tik', 'tok', 'gk', 'bisa']",negatif
"['aplikasinya', 'lelet', 'ngebug', 'mau', 'belanja', 'susah', 'bisa', 'di', 'pencet', 'padahal', 'klo', 'buka', 'aplikasi', 'lain', 'gk', 'ngebug', 'maaf', 'unistaal', 'lgi', 'tolong', 'diperbaiki', 'lg', 'biar', 'mudah', 'berbelanja', 'maaf', 'tak', 'ksi', 'bintang']",negatif
"['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'aman', 'ga', 'ada', 'penjual', 'yg', 'suka', 'menipu', 'pembeli']",positif
['mantaap'],positif
"['aplikasi', 'apasih', 'ajg', 'harus', 'ada', 'download', 'fitur', 'bagian', 'pembayaranhapus', 'aja', 'fiturnya', 'ribet']",negatif
[],positif
"['bagus', 'saya', 'suka', 'untuk', 'saat', 'ini', 'tidak', 'ada', 'masalah', 'saya', 'suka', 'dengan', 'pelayanan', 'shoopee', 'dan', 'berbelanja', 'di', 'shopee']",positif
"['cukup', 'baik']",positif
"['semoga', 'spaylater', 'saya', 'bisa', 'digunakan']",positif
['bagus'],positif
"['good', 'apk']",positif
['mantap'],positif
['lemot'],negatif
"['aplikasi', 'nya', 'agak', 'lemot', 'sih', 'tp', 'gpp', 'tetap', 'menikmati', 'berbelanja', 'tingkatkan', 'lagi', 'ya']",positif
"['pengiriman', 'lebih', 'cepat', 'terimakasih', 'shopee']",positif
"['dijamin', 'mudah', 'dan', 'murah']",positif
"['ya', 'cukup', 'puas']",positif
"['tukang', 'paket', 'nya', 'gatau', 'tempat', 'terus', 'ajah', 'gagal', 'pengiriman', 'pdahal', 'alamt', 'ada', 'jelas', 'kalau', 'gaada', 'alamat', 'baru', 'gak', 'nyampe', 'nyampe', 'paketaan', 'jelas', 'ini', 'ada', 'alamat', 'tapi', 'gak', 'nyampe', 'eror']",negatif
['bagus'],positif
"['aplikasi', 'ini', 'membantu', 'buat', 'belanja', 'online', 'dan', 'menghasilkan', 'koin', 'jika', 'melihat', 'vidio', 'dan', 'mengundang', 'teman']",positif
['bagus'],positif
"['mantap', 'shopee']",positif
"['bagi', 'saya', 'belanja', 'online', 'di', 'shopee', 'sangat', 'bagusss', 'karna', 'aq', 'senengnya', 'banyak', 'promo', 'ongkirnya', 'juga', 'dan', 'yah', 'sekarang', 'klo', 'beli', 'barang', 'sampainya', 'tuh', 'hampir', 'semingguan', 'tapi', 'karna', 'aq', 'tipe', 'org', 'yg', 'gak', 'sabaran', 'jadi', 'klo', 'mau', 'beli', 'barang', 'di', 'shopee', 'kadang', 'beli', 'jauh²', 'hari', 'deh', 'dan', 'kalau', 'tidak', 'terlalu', 'mendesak', 'juga', 'it', ""'"", 'okay', 'sih', 'bagi', 'aq']",positif
"['nyaman', 'juga', 'belanja', 'shopee', 'cukup', 'terbantu', 'karna', 'ada', 'paylater', ""'"", 'cuman', 'limit', 'nya', 'susah', 'kali', 'naik']",positif
